! にじさんじ
! --------------------------------------------------------------------------------
あいぞのまなみ			1
あいばういは			1
あかばねようこ			1
あさひなあかね			1
あすかひな			1
あづちもも			1
あまみやこころ			1
あめもりさよ	https://www.tiktok.com/@MS4wLjABAAAAyIqqrSgGawAoFl-PgKLgs7c5resTYDVxzwTLVTUN-Un-KPcAGMNTaj7q0gnamyic	雨森 小夜 / にじさんじSEEDs	1
あるすあるまる			1
あんじゅかとりーな			1
いえながむぎ	https://www.tiktok.com/@MS4wLjABAAAAJ_N-X-lNatoHOI12jlRyuYll0oPBCYDOxqGjuDlh8g86pWv-Uh23GCFCseDpc9Ca	家長むぎ	1
いずもかすみ	https://www.tiktok.com/@MS4wLjABAAAABrwQEz3xLKhuFILDEmm2RhpCtIdybWuct5SR3kMmtw0uUW7kzEWxFlJUiBLqTG8I	出雲霞🦑にじさんじSEEDs	1
いぬいとこ			1
いぶらひむ			1
うしみいちご			1
うづきこう	https://www.tiktok.com/@MS4wLjABAAAACcfzFRDfXmIxYcz0wWQxAslxf1Kb0W3KIgC_rDIbJAbulz4U4VZ7PrZqJB96E3Nx	卯月コウ🌙にじさんじSEEDs	1
えくすあるびお			1
えまおうがすと			1
えりーこにふぁー			1
える	https://www.tiktok.com/@MS4wLjABAAAAYsMNhyv_-Mz3gUpurzQrda2EZlft32SDHwO-x8X0iMttfx7pIsRZqi0C3R42XrKx	🗼える🗼Elu@にじさんじ	1
おとぎばらえら			1
おのまちはるか			1
かいだはる			1
かがみはやと			1
かたりべつむぐ			1
かなえ	https://www.tiktok.com/@MS4wLjABAAAAbZBGkr-DB120V8ph5_5PmaxKxexPa3YWMwX6wImGmetkSr-QN8A_5sYe4lHqN989	叶＠にじさんじゲーマーズ	1
かんだしょういち			1
きたこうじひすい			1
きんぎょざかめいろ			1
ぎるざれんさんせい			1
くずは	https://www.tiktok.com/@MS4wLjABAAAASpg8Agycr1NMw7PwdE-x1r6HpkXoFVqS3_RyMEJYbc927AjJoEbnDy12mEuynEqK	葛葉	1
くるすなつめ			1
くろいしば			1
ぐうぇるおすがーる			1
ぐんどうみれい			1
けんもちとうや			1
げんづきとうじろう			1
さえぐさあきな			1
さくらりつき	https://www.tiktok.com/@MS4wLjABAAAAkeD-D0sMyRCSQnqYsj_bJ4wJ2RC15tr5r4UC21TX7XwiQLpkZTEvs7LAXGOUP2TQ	桜 凛月 ／ SAKURA RITSUKI	1
ささきさく			1
しいなゆいか			1
しぇりんばーがんでぃ			1
しすたーくれあ	https://www.tiktok.com/@MS4wLjABAAAAoO9V-rzrCtalWIa24oBbWlGI0CH2osjLSx2_JTYxIyXmMsuXyaXCLAdbsMPg5UJE	シスター・クレア🔔にじさんじSEEDs	1
しずかりん	https://www.tiktok.com/@MS4wLjABAAAAbFdosSlwXfXceYqqrCqtjVIg_s2jxpnaXhHLLWY0WeFjJseP_UzJAUkS5XYn71y_	静凛 💜 にじさんじ	1
しぶやはじめ	https://www.tiktok.com/@MS4wLjABAAAAQvUr0Y6CHwMDYy563IQZVfi71c2B3DhuSYpKVQbzjznxjZSEyPCU50eY-ZMRRd_r	渋谷ハジメ@にじさんじ所属	1
しらゆきともえ			1
じょーりきいち	https://www.tiktok.com/@joerikiichi	ジョー・力一(りきいち)🎈🤡 にじさ	1
すおうさんご			1
すこやかな			1
すずかうたこ	https://www.tiktok.com/@MS4wLjABAAAAuUNLmvpsSdQxFO5faEDo8vwchUQvAwu5nbj0gWO4QqVg56AjyATwDlccYYrPcSbQ	鈴鹿詩子🎶にじさんじ所属	1
すずきまさる	https://www.tiktok.com/@darkness_eater	鈴木勝☪️にじさんじ	1
すずはらるる			1
すずやあき			1
せとみやこ			1
そらほしきらめ			1
たかみやりおん	https://www.tiktok.com/@takamiyarion	鷹宮リオン@にじさんじ所属	1
つきのみと			1
でびでびでびる	https://www.tiktok.com/@MS4wLjABAAAAUa5OcHosEMH5rr-h3ynhFFjdau0_BOpHFv3crA8SGHE_6p_rgIhoBN-7T6ETkWab	でびでび・でびる🚪👿にじさんじ	1
とうどうこはく			1
とどろききょうこ	https://www.tiktok.com/@MS4wLjABAAAANu2baiE5SdHJWO8v9PFDusCwoB5o0cOEcvDWVKCkJOCxCYVXKO1XCGL-ufde3EyN	轟 京子🐐にじさんじSEEDs	1
どーら	https://www.tiktok.com/@MS4wLjABAAAA7Dh1Yu0u5EzxlDHyZW-ToRxk06H9Saf-ivZPXPJvqDLcADoUfRkaOEiy013X-pcK	ドーラ🔥にじさんじSEEDs	1
ながおけい			1
ならか			1
なるせなる	https://www.tiktok.com/@narusenaru	成瀬 鳴	1
にしぞのちぐさ			1
にゅいそしえーる			1
はかせふゆき			1
はなばたけちゃいか			1
はやせそう			1
はやままりん			1
はるさきえある			1
ひぐちかえで	https://www.tiktok.com/@MS4wLjABAAAAo8z766EKXL7VUzGSI2LA4iWLTh3iwPuthqlVPgKSPI3iFxMTKpvaWcdn0c6c2WZc	樋口楓🍁にじさんじ所属	1
ふしみがく	https://www.tiktok.com/@MS4wLjABAAAAAZag4JFNWKpE0RrEHfVB1LSYjfR-Hc0mYJGJrxEmCNqiFyC-Y2Qc3Z9HepVCSM6p	伏見ガク†にじさんじ所属	1
ふみ			1
ふみのたまき	https://www.tiktok.com/@MS4wLjABAAAANKAOScAQ1zklysX5-UMi_Kl7ZzXBezkLo4n7ylfGxbZTkh9_UXNXpA9XWCSRdR-i	文野環🐟にじさんじ			1
ふれんいーるすたりお			1
ふわみなと			1
べるもんどばんでらす	https://www.tiktok.com/@MS4wLjABAAAAbEXqLn9fePTFlv5Btfp6KWenvVCJ86QUSqIGFMun877O3TQ6ZRl-m04VcLJpBars	ベルモンド・バンデラス	1
ほしかわさら			1
ほんまひまわり	https://www.tiktok.com/@honhimachan	本間ひまわり	1
まいもとけいすけ			1
まかいのりりむ			1
ましろ			1
まちたちま			1
まつかいまお			1
まゆずみかい			1
めりっさきんれんか			1
もいら			1
もののべありす	https://www.tiktok.com/@MS4wLjABAAAAutDUWf46rEx1U5Ldq30FUsKSLFNfqEjwHi6-1CUbFwO33q5L21mlpmKf6UZg4GeQ	♥️♠️物述有栖♦️♣️にじさんじ☕💕	1
もりなかかざき	https://www.tiktok.com/@MS4wLjABAAAAhpF4IrcirX352VRXVP2iffN8d3iwbs5Cd2INANfUvMCeD3lS1Kpk2u3mSr1mnxOk	森中花咲🐻にじさんじ所属	1
やぐるまりね			1
やしろきずく			1
やまがみかるた			1
ゆうきちひろ	https://www.tiktok.com/@chihiro_yuki23	勇気 ちひろ🎀💙	1
ゆうひりり	https://www.tiktok.com/@MS4wLjABAAAAmvLhvoVSHShdsuQ_iWbO2OeqyxCS5yd0RCu8iOupJrXXYnIZW2sf08-UK6BPgqgA	夕陽リリ@にじさんじ	1
ゆきしろまひろ			1
ゆづきろあ			1
ゆめおいかける	https://www.tiktok.com/@MS4wLjABAAAAgRVuJEzY98wdZAKipO1J6GXC_zpe8uqApVpPidxV5bTkNPXOopdBHBZEVLQauqTp	夢追翔@にじさんじSEEDs	1
よるみれな			1
らとなぷてぃ			1
りぜへるえすた			1
りゅーしぇん	https://www.tiktok.com/@midori2434	緑仙🐼	1
りんどうみこと			1
るいすきゃみー			1
れゔぃえりふぁ			1
わらべだめいじー			1

! にじさんじ (脱退)
! --------------------------------------------------------------------------------
かみなりぽあろ			1
くろはくろと			1
てんかいつかさ			1
ふぇありす			1

! にじさんじ (引退)
! --------------------------------------------------------------------------------
あちきたちなみ			1
うみやしゃのかみ	https://www.tiktok.com/@MS4wLjABAAAA5cmheL5JRFV37PJY28PIARkyaTkWLJk-24uHMsxuz7HdkP6jo4QsCzuadBo-iAS2	海夜叉神⛩にじさんじSEEDs	1
くどうちとせ			1
せつな			1
つきみしずく			1
なかおあずま			1
なるとこがね			1
はっさくゆず			1
やみよのもるる			1

! 契約解除
! --------------------------------------------------------------------------------
しんどうらいと			1

! 未デビュー
! --------------------------------------------------------------------------------
ゆーどりっく			1
ゔぉるふがんぐごせい			1
ぷろふぇっさーえばんす			1
さいるすと			1
にこ			1
たかなしみみ			1
うみほしすてら			1

! 別名義など
! --------------------------------------------------------------------------------
はなぶせしほ			1
かどなしえりふぁ			1
つきのみう			1
そらほしきらと			1
るこ			1
よみなみさくや			1
でびっち			1
しぶやおわり			1
のらねこ			1
ゆがみん			1
たずみりく			1

! NIJISANJI ID
! --------------------------------------------------------------------------------
たからでぃまん			1
ぜあこるねりあ			1
はなまきあ			1
らいがりれい			1
あみしあみしぇら			1
みゆおったゔぃあ			1
りくさでぃれんどら			1
らいらあるすとろめりあ			1
ならはらまうん			1
あずらせしりあ			1
えとなくりむそん			1
ぼんにふぃえるぷらなじゃ			1
しすかれおんたいん			1

! NIJISANJI KR
! --------------------------------------------------------------------------------
みんすぅーは			1
しんゆや			1
うぃふぃ			1
はんちほ			1
がおん			1
ちぇあら			1
そなぎ			1
いしう			1
あきられい			1
いろは			1
ぬんぼら			1

! NIJISANJI KR (引退・脱退)
! --------------------------------------------------------------------------------
もありん			1
ゆるり			1
かえん			1
ろーろー			1
はくれん			1

! VirtuaReal Star
! --------------------------------------------------------------------------------
りんいぇんようさ		0

! VirtuaReal Project
! --------------------------------------------------------------------------------
あいね			1
るき			1
ななみ			1
いちご			1
こういち			1
むり			1
ぷらす			1
わくひめ			1
にゃつき			1
みき			1
ほしみ			1
まひる			1
あざ			1
やぎみちゆき			1
たびびと			1
ろい			1
せいや			1
さや			1
ゆきえ			1
さまえる			1
かる			1
しき			1
かおす			1
きよら			1
ちはる			1

! 元 VirtuaReal Project
! --------------------------------------------------------------------------------
はのん			1
みもい			1
ぱっくす			1

! NIJISANJI EN
! --------------------------------------------------------------------------------
あでぃあ			1
びはん			1
ぬーる			1

! ユメノグラフィア
! --------------------------------------------------------------------------------
あおみかやな			1
あさぎりいづる			1
いちのもりこひな			1
かたくらひとみ			1
くれまはくぼ			1
くれやぺい			1
こはなてくと			1
ころぼしまう			1
しのみやとうか			1
はえとりかづら			1
はとおかここ			1
ひじりぐれいる			1
ひめるち			1
ふでそめしき			1
ほうしょうてあ			1
みかげみゆ			1
みさごゆきまち			1
みなみあやね			1
みーてぃあ			1
りいか			1
りくどうかろ			1
ろっどくろうりー			1

! SLEE
! --------------------------------------------------------------------------------
ももはらみのり			1
ひくらかの			1
ひめなぎさ			1
あかづえまりん			1
